Local authority code,Local authority name,LSOA11CD,LSOA name,Number of sales 2011,Number of sales 2021
E09000013,Hammersmith and Fulham,E01001887,Hammersmith and Fulham 016B,57,55
E09000013,Hammersmith and Fulham,E01001888,Hammersmith and Fulham 018A,126,118
E09000013,Hammersmith and Fulham,E01001889,Hammersmith and Fulham 014A,105,91
E09000013,Hammersmith and Fulham,E01001890,Hammersmith and Fulham 016C,57,96
E09000013,Hammersmith and Fulham,E01001891,Hammersmith and Fulham 018B,106,383
E09000013,Hammersmith and Fulham,E01001892,Hammersmith and Fulham 016D,82,53
E09000013,Hammersmith and Fulham,E01001893,Hammersmith and Fulham 013A,30,29
E09000013,Hammersmith and Fulham,E01001894,Hammersmith and Fulham 013B,39,72
E09000013,Hammersmith and Fulham,E01001895,Hammersmith and Fulham 009A,79,84
E09000013,Hammersmith and Fulham,E01001896,Hammersmith and Fulham 009B,75,90
E09000013,Hammersmith and Fulham,E01001897,Hammersmith and Fulham 009C,65,45
E09000013,Hammersmith and Fulham,E01001898,Hammersmith and Fulham 013C,105,243
E09000013,Hammersmith and Fulham,E01001899,Hammersmith and Fulham 013D,86,28
E09000013,Hammersmith and Fulham,E01001900,Hammersmith and Fulham 013E,59,41
E09000013,Hammersmith and Fulham,E01001901,Hammersmith and Fulham 019B,201,126
E09000013,Hammersmith and Fulham,E01001902,Hammersmith and Fulham 019C,174,138
E09000013,Hammersmith and Fulham,E01001903,Hammersmith and Fulham 019D,113,75
E09000013,Hammersmith and Fulham,E01001904,Hammersmith and Fulham 022A,193,158
E09000013,Hammersmith and Fulham,E01001905,Hammersmith and Fulham 022B,164,109
E09000013,Hammersmith and Fulham,E01001906,Hammersmith and Fulham 022C,150,121
E09000013,Hammersmith and Fulham,E01001907,Hammersmith and Fulham 022D,124,77
E09000013,Hammersmith and Fulham,E01001908,Hammersmith and Fulham 015B,130,84
E09000013,Hammersmith and Fulham,E01001909,Hammersmith and Fulham 015C,103,101
E09000013,Hammersmith and Fulham,E01001910,Hammersmith and Fulham 014B,75,98
E09000013,Hammersmith and Fulham,E01001911,Hammersmith and Fulham 015D,30,19
E09000013,Hammersmith and Fulham,E01001912,Hammersmith and Fulham 015E,12,4
E09000013,Hammersmith and Fulham,E01001913,Hammersmith and Fulham 014C,172,89
E09000013,Hammersmith and Fulham,E01001914,Hammersmith and Fulham 014D,94,94
E09000013,Hammersmith and Fulham,E01001915,Hammersmith and Fulham 024A,91,123
E09000013,Hammersmith and Fulham,E01001916,Hammersmith and Fulham 024B,111,90
E09000013,Hammersmith and Fulham,E01001917,Hammersmith and Fulham 018C,92,117
E09000013,Hammersmith and Fulham,E01001918,Hammersmith and Fulham 018D,109,92
E09000013,Hammersmith and Fulham,E01001919,Hammersmith and Fulham 018E,124,114
E09000013,Hammersmith and Fulham,E01001920,Hammersmith and Fulham 020A,67,51
E09000013,Hammersmith and Fulham,E01001921,Hammersmith and Fulham 020B,97,121
E09000013,Hammersmith and Fulham,E01001922,Hammersmith and Fulham 020C,141,102
E09000013,Hammersmith and Fulham,E01001923,Hammersmith and Fulham 020D,70,91
E09000013,Hammersmith and Fulham,E01001924,Hammersmith and Fulham 020E,178,126
E09000013,Hammersmith and Fulham,E01001925,Hammersmith and Fulham 025A,125,82
E09000013,Hammersmith and Fulham,E01001926,Hammersmith and Fulham 024C,164,120
E09000013,Hammersmith and Fulham,E01001927,Hammersmith and Fulham 008C,64,68
E09000013,Hammersmith and Fulham,E01001928,Hammersmith and Fulham 011A,58,56
E09000013,Hammersmith and Fulham,E01001929,Hammersmith and Fulham 009D,121,114
E09000013,Hammersmith and Fulham,E01001930,Hammersmith and Fulham 008D,95,92
E09000013,Hammersmith and Fulham,E01001931,Hammersmith and Fulham 011B,96,121
E09000013,Hammersmith and Fulham,E01001932,Hammersmith and Fulham 011C,56,76
E09000013,Hammersmith and Fulham,E01001933,Hammersmith and Fulham 011D,90,94
E09000013,Hammersmith and Fulham,E01001934,Hammersmith and Fulham 025B,67,84
E09000013,Hammersmith and Fulham,E01001935,Hammersmith and Fulham 023A,172,216
E09000013,Hammersmith and Fulham,E01001937,Hammersmith and Fulham 025C,121,118
E09000013,Hammersmith and Fulham,E01001938,Hammersmith and Fulham 025D,61,50
E09000013,Hammersmith and Fulham,E01001939,Hammersmith and Fulham 023C,155,426
E09000013,Hammersmith and Fulham,E01001940,Hammersmith and Fulham 005B,75,56
E09000013,Hammersmith and Fulham,E01001941,Hammersmith and Fulham 005C,61,66
E09000013,Hammersmith and Fulham,E01001942,Hammersmith and Fulham 005D,119,58
E09000013,Hammersmith and Fulham,E01001943,Hammersmith and Fulham 004A,96,54
E09000013,Hammersmith and Fulham,E01001944,Hammersmith and Fulham 004B,27,9
E09000013,Hammersmith and Fulham,E01001945,Hammersmith and Fulham 004C,107,102
E09000013,Hammersmith and Fulham,E01001946,Hammersmith and Fulham 004D,50,61
E09000013,Hammersmith and Fulham,E01001947,Hammersmith and Fulham 021A,27,5
E09000013,Hammersmith and Fulham,E01001948,Hammersmith and Fulham 021B,146,141
E09000013,Hammersmith and Fulham,E01001949,Hammersmith and Fulham 021C,146,122
E09000013,Hammersmith and Fulham,E01001950,Hammersmith and Fulham 021D,111,101
E09000013,Hammersmith and Fulham,E01001951,Hammersmith and Fulham 021E,91,118
E09000013,Hammersmith and Fulham,E01001952,Hammersmith and Fulham 024D,128,115
E09000013,Hammersmith and Fulham,E01001953,Hammersmith and Fulham 021F,81,95
E09000013,Hammersmith and Fulham,E01001954,Hammersmith and Fulham 003A,83,80
E09000013,Hammersmith and Fulham,E01001955,Hammersmith and Fulham 002A,21,31
E09000013,Hammersmith and Fulham,E01001956,Hammersmith and Fulham 003B,50,40
E09000013,Hammersmith and Fulham,E01001957,Hammersmith and Fulham 002B,14,2
E09000013,Hammersmith and Fulham,E01001958,Hammersmith and Fulham 002C,12,21
E09000013,Hammersmith and Fulham,E01001959,Hammersmith and Fulham 003C,52,36
E09000013,Hammersmith and Fulham,E01001960,Hammersmith and Fulham 003D,59,114
E09000013,Hammersmith and Fulham,E01001961,Hammersmith and Fulham 002D,14,9
E09000013,Hammersmith and Fulham,E01032788,Hammersmith and Fulham 023D,97,143
E09000013,Hammersmith and Fulham,E01032789,Hammersmith and Fulham 023E,414,65
E09000013,Hammersmith and Fulham,E01032790,Hammersmith and Fulham 023F,88,54
E09000014,Haringey,E01001962,Haringey 004A,81,99
E09000014,Haringey,E01001963,Haringey 009A,117,101
E09000014,Haringey,E01001964,Haringey 009B,99,135
E09000014,Haringey,E01001965,Haringey 009C,115,97
E09000014,Haringey,E01001966,Haringey 009D,37,69
E09000014,Haringey,E01001967,Haringey 014A,58,77
E09000014,Haringey,E01001968,Haringey 014B,102,110
E09000014,Haringey,E01001969,Haringey 001A,67,88
E09000014,Haringey,E01001970,Haringey 004B,27,32
E09000014,Haringey,E01001971,Haringey 001B,40,24
E09000014,Haringey,E01001972,Haringey 004C,58,77
E09000014,Haringey,E01001973,Haringey 004D,76,101
E09000014,Haringey,E01001974,Haringey 001C,74,101
E09000014,Haringey,E01001975,Haringey 001D,86,87
E09000014,Haringey,E01001976,Haringey 011A,65,64
E09000014,Haringey,E01001977,Haringey 011B,22,33
E09000014,Haringey,E01001978,Haringey 011C,31,31
E09000014,Haringey,E01001979,Haringey 011D,62,54
E09000014,Haringey,E01001980,Haringey 018A,68,60
E09000014,Haringey,E01001981,Haringey 018B,53,52
E09000014,Haringey,E01001982,Haringey 018C,52,84
E09000014,Haringey,E01001983,Haringey 018D,70,86
E09000014,Haringey,E01001984,Haringey 033A,142,114
E09000014,Haringey,E01001985,Haringey 033B,131,136
E09000014,Haringey,E01001986,Haringey 034A,133,152
E09000014,Haringey,E01001987,Haringey 033C,122,102
E09000014,Haringey,E01001988,Haringey 034B,139,87
E09000014,Haringey,E01001989,Haringey 033D,131,81
E09000014,Haringey,E01001990,Haringey 034C,127,124
E09000014,Haringey,E01001991,Haringey 017A,117,74
E09000014,Haringey,E01001992,Haringey 017B,95,92
E09000014,Haringey,E01001993,Haringey 017C,58,75
E09000014,Haringey,E01001994,Haringey 030A,86,98
E09000014,Haringey,E01001995,Haringey 017D,90,72
E09000014,Haringey,E01001996,Haringey 014C,105,94
E09000014,Haringey,E01001997,Haringey 014D,71,89
E09000014,Haringey,E01001998,Haringey 023A,97,132
E09000014,Haringey,E01001999,Haringey 023B,72,99
E09000014,Haringey,E01002000,Haringey 031A,88,122
E09000014,Haringey,E01002001,Haringey 031B,64,105
E09000014,Haringey,E01002002,Haringey 031C,57,91
E09000014,Haringey,E01002003,Haringey 023C,48,60
E09000014,Haringey,E01002004,Haringey 023D,99,110
E09000014,Haringey,E01002005,Haringey 035A,90,124
E09000014,Haringey,E01002006,Haringey 035B,149,136
E09000014,Haringey,E01002007,Haringey 035C,119,111
E09000014,Haringey,E01002008,Haringey 030B,56,73
E09000014,Haringey,E01002009,Haringey 035D,102,108
E09000014,Haringey,E01002010,Haringey 030C,76,109
E09000014,Haringey,E01002011,Haringey 030D,102,144
E09000014,Haringey,E01002013,Haringey 022A,74,111
E09000014,Haringey,E01002014,Haringey 020B,115,78
E09000014,Haringey,E01002015,Haringey 020C,83,65
E09000014,Haringey,E01002016,Haringey 028A,101,130
E09000014,Haringey,E01002017,Haringey 028B,100,110
E09000014,Haringey,E01002018,Haringey 020D,73,82
E09000014,Haringey,E01002019,Haringey 022B,62,67
E09000014,Haringey,E01002020,Haringey 021A,72,91
E09000014,Haringey,E01002021,Haringey 022C,79,42
E09000014,Haringey,E01002022,Haringey 021B,58,171
E09000014,Haringey,E01002023,Haringey 021C,79,70
E09000014,Haringey,E01002024,Haringey 022D,61,90
E09000014,Haringey,E01002025,Haringey 021D,99,116
E09000014,Haringey,E01002026,Haringey 016A,16,18
E09000014,Haringey,E01002027,Haringey 010A,39,59
E09000014,Haringey,E01002028,Haringey 010B,60,70
E09000014,Haringey,E01002029,Haringey 016B,71,35
E09000014,Haringey,E01002030,Haringey 016C,54,558
E09000014,Haringey,E01002031,Haringey 016D,74,65
E09000014,Haringey,E01002032,Haringey 010C,62,40
E09000014,Haringey,E01002033,Haringey 010D,59,49
E09000014,Haringey,E01002034,Haringey 037A,7,19
E09000014,Haringey,E01002036,Haringey 002A,36,28
E09000014,Haringey,E01002037,Haringey 002B,19,10
E09000014,Haringey,E01002038,Haringey 037B,33,20
E09000014,Haringey,E01002039,Haringey 002C,34,11
E09000014,Haringey,E01002040,Haringey 002D,49,40
E09000014,Haringey,E01002041,Haringey 037C,45,41
E09000014,Haringey,E01002042,Haringey 027A,32,51
E09000014,Haringey,E01002043,Haringey 026A,74,87
E09000014,Haringey,E01002044,Haringey 027B,79,102
E09000014,Haringey,E01002045,Haringey 026B,45,31
E09000014,Haringey,E01002046,Haringey 026C,24,46
E09000014,Haringey,E01002047,Haringey 027C,50,87
E09000014,Haringey,E01002048,Haringey 027D,45,93
E09000014,Haringey,E01002049,Haringey 026D,66,50
E09000014,Haringey,E01002050,Haringey 029A,33,15
E09000014,Haringey,E01002051,Haringey 029B,44,11
E09000014,Haringey,E01002052,Haringey 029C,29,40
E09000014,Haringey,E01002053,Haringey 032A,36,18
E09000014,Haringey,E01002054,Haringey 032B,37,10
E09000014,Haringey,E01002055,Haringey 029D,34,14
E09000014,Haringey,E01002056,Haringey 032C,77,60
E09000014,Haringey,E01002057,Haringey 032D,48,30
E09000014,Haringey,E01002058,Haringey 031D,29,76
E09000014,Haringey,E01002059,Haringey 028C,84,103
E09000014,Haringey,E01002060,Haringey 028D,101,105
E09000014,Haringey,E01002061,Haringey 036A,105,120
E09000014,Haringey,E01002062,Haringey 034D,123,174
E09000014,Haringey,E01002063,Haringey 036B,120,78
E09000014,Haringey,E01002064,Haringey 036C,83,99
E09000014,Haringey,E01002065,Haringey 036D,70,95
E09000014,Haringey,E01002066,Haringey 025A,22,22
E09000014,Haringey,E01002067,Haringey 024A,47,51
E09000014,Haringey,E01002068,Haringey 025B,38,45
E09000014,Haringey,E01002069,Haringey 024B,32,44
E09000014,Haringey,E01002070,Haringey 024C,64,233
E09000014,Haringey,E01002071,Haringey 025C,12,19
E09000014,Haringey,E01002072,Haringey 025D,32,30
E09000014,Haringey,E01002073,Haringey 024D,35,40
E09000014,Haringey,E01002074,Haringey 012A,16,22
E09000014,Haringey,E01002075,Haringey 015A,52,46
E09000014,Haringey,E01002076,Haringey 015B,56,34
E09000014,Haringey,E01002077,Haringey 012B,25,25
E09000014,Haringey,E01002078,Haringey 015C,69,333
E09000014,Haringey,E01002079,Haringey 012C,62,49
E09000014,Haringey,E01002080,Haringey 015D,33,311
E09000014,Haringey,E01002081,Haringey 012D,20,6
E09000014,Haringey,E01002082,Haringey 013A,12,6
E09000014,Haringey,E01002083,Haringey 019A,46,104
E09000014,Haringey,E01002084,Haringey 019B,77,79
E09000014,Haringey,E01002085,Haringey 019C,36,96
E09000014,Haringey,E01002086,Haringey 013B,45,190
E09000014,Haringey,E01002087,Haringey 019D,43,53
E09000014,Haringey,E01002088,Haringey 013C,55,90
E09000014,Haringey,E01002089,Haringey 013D,2,2
E09000014,Haringey,E01002090,Haringey 005A,39,249
E09000014,Haringey,E01002091,Haringey 006A,29,18
E09000014,Haringey,E01002092,Haringey 006B,30,40
E09000014,Haringey,E01002093,Haringey 005B,30,22
E09000014,Haringey,E01002094,Haringey 006C,37,52
E09000014,Haringey,E01002095,Haringey 006D,27,47
E09000014,Haringey,E01002096,Haringey 005C,28,30
E09000014,Haringey,E01002097,Haringey 005D,19,83
E09000014,Haringey,E01002098,Haringey 007A,68,110
E09000014,Haringey,E01002099,Haringey 008A,31,21
E09000014,Haringey,E01002100,Haringey 008B,55,39
E09000014,Haringey,E01002101,Haringey 007B,75,108
E09000014,Haringey,E01002102,Haringey 007C,43,70
E09000014,Haringey,E01002103,Haringey 008C,69,79
E09000014,Haringey,E01002104,Haringey 008D,36,16
E09000014,Haringey,E01002105,Haringey 007D,66,69
E09000014,Haringey,E01032575,Haringey 037D,9,22
E09000014,Haringey,E01033085,Haringey 020E,123,274
E09000014,Haringey,E01033086,Haringey 020F,10,19
E09000015,Harrow,E01002106,Harrow 008A,64,57
E09000015,Harrow,E01002107,Harrow 012A,55,72
E09000015,Harrow,E01002108,Harrow 008B,60,58
E09000015,Harrow,E01002109,Harrow 008C,94,81
E09000015,Harrow,E01002110,Harrow 008D,70,50
E09000015,Harrow,E01002111,Harrow 008E,61,55
E09000015,Harrow,E01002112,Harrow 001A,101,89
E09000015,Harrow,E01002113,Harrow 002A,40,64
E09000015,Harrow,E01002114,Harrow 001B,80,126
E09000015,Harrow,E01002115,Harrow 002B,34,198
E09000015,Harrow,E01002116,Harrow 002C,70,72
E09000015,Harrow,E01002117,Harrow 002D,352,105
E09000015,Harrow,E01002118,Harrow 002E,92,67
E09000015,Harrow,E01002119,Harrow 007A,59,94
E09000015,Harrow,E01002120,Harrow 007B,31,10
E09000015,Harrow,E01002121,Harrow 007C,35,53
E09000015,Harrow,E01002122,Harrow 007D,59,54
E09000015,Harrow,E01002123,Harrow 007E,26,40
E09000015,Harrow,E01002124,Harrow 010A,41,25
E09000015,Harrow,E01002125,Harrow 010B,54,25
E09000015,Harrow,E01002126,Harrow 023A,136,547
E09000015,Harrow,E01002127,Harrow 023B,63,61
E09000015,Harrow,E01002128,Harrow 020A,95,76
E09000015,Harrow,E01002129,Harrow 023C,78,200
E09000015,Harrow,E01002130,Harrow 020B,83,65
E09000015,Harrow,E01002131,Harrow 023D,29,49
E09000015,Harrow,E01002132,Harrow 029A,107,125
E09000015,Harrow,E01002133,Harrow 027A,52,21
E09000015,Harrow,E01002134,Harrow 029B,79,47
E09000015,Harrow,E01002135,Harrow 029C,36,55
E09000015,Harrow,E01002136,Harrow 027B,73,68
E09000015,Harrow,E01002137,Harrow 029D,69,92
E09000015,Harrow,E01002138,Harrow 027C,52,35
E09000015,Harrow,E01002139,Harrow 006A,28,24
E09000015,Harrow,E01002140,Harrow 005A,77,52
E09000015,Harrow,E01002141,Harrow 005B,74,105
E09000015,Harrow,E01002142,Harrow 005C,80,66
E09000015,Harrow,E01002143,Harrow 005D,47,49
E09000015,Harrow,E01002144,Harrow 004A,72,121
E09000015,Harrow,E01002145,Harrow 005E,73,83
E09000015,Harrow,E01002146,Harrow 004B,44,90
E09000015,Harrow,E01002147,Harrow 004C,51,66
E09000015,Harrow,E01002148,Harrow 006B,77,46
E09000015,Harrow,E01002149,Harrow 004D,44,55
E09000015,Harrow,E01002150,Harrow 006C,104,80
E09000015,Harrow,E01002151,Harrow 006D,35,26
E09000015,Harrow,E01002152,Harrow 006E,99,121
E09000015,Harrow,E01002153,Harrow 019A,74,71
E09000015,Harrow,E01002154,Harrow 015A,70,285
E09000015,Harrow,E01002155,Harrow 019B,113,107
E09000015,Harrow,E01002156,Harrow 015B,71,66
E09000015,Harrow,E01002157,Harrow 019C,50,61
E09000015,Harrow,E01002158,Harrow 019D,36,75
E09000015,Harrow,E01002159,Harrow 021A,71,51
E09000015,Harrow,E01002160,Harrow 021B,137,69
E09000015,Harrow,E01002161,Harrow 021C,50,61
E09000015,Harrow,E01002162,Harrow 015C,57,67
E09000015,Harrow,E01002163,Harrow 015D,67,84
E09000015,Harrow,E01002164,Harrow 021D,86,101
E09000015,Harrow,E01002165,Harrow 017A,33,30
E09000015,Harrow,E01002166,Harrow 017B,27,31
E09000015,Harrow,E01002167,Harrow 017C,20,23
E09000015,Harrow,E01002168,Harrow 017D,23,36
E09000015,Harrow,E01002169,Harrow 017E,22,10
E09000015,Harrow,E01002170,Harrow 033A,32,34
E09000015,Harrow,E01002171,Harrow 033B,43,33
E09000015,Harrow,E01002172,Harrow 033C,57,47
E09000015,Harrow,E01002173,Harrow 033D,42,40
E09000015,Harrow,E01002174,Harrow 033E,34,27
E09000015,Harrow,E01002175,Harrow 033F,21,15
E09000015,Harrow,E01002176,Harrow 033G,39,34
E09000015,Harrow,E01002177,Harrow 033H,24,42
E09000015,Harrow,E01002178,Harrow 033I,29,46
E09000015,Harrow,E01002179,Harrow 013A,50,80
E09000015,Harrow,E01002180,Harrow 013B,121,50
E09000015,Harrow,E01002181,Harrow 020C,54,202
E09000015,Harrow,E01002182,Harrow 020D,78,77
E09000015,Harrow,E01002183,Harrow 013C,57,49
E09000015,Harrow,E01002184,Harrow 013D,73,50
E09000015,Harrow,E01002185,Harrow 009A,50,55
E09000015,Harrow,E01002186,Harrow 009B,102,129
E09000015,Harrow,E01002187,Harrow 009C,120,107
E09000015,Harrow,E01002188,Harrow 016A,77,136
E09000015,Harrow,E01002189,Harrow 016B,107,116
E09000015,Harrow,E01002190,Harrow 009D,58,118
E09000015,Harrow,E01002191,Harrow 022A,79,90
E09000015,Harrow,E01002192,Harrow 016C,84,136
E09000015,Harrow,E01002193,Harrow 016D,73,41
E09000015,Harrow,E01002194,Harrow 022B,103,102
E09000015,Harrow,E01002195,Harrow 022C,62,73
E09000015,Harrow,E01002196,Harrow 022D,78,78
E09000015,Harrow,E01002197,Harrow 012B,45,37
E09000015,Harrow,E01002198,Harrow 010C,34,27
E09000015,Harrow,E01002199,Harrow 012C,28,25
E09000015,Harrow,E01002200,Harrow 010D,58,34
E09000015,Harrow,E01002201,Harrow 012D,24,39
E09000015,Harrow,E01002202,Harrow 012E,80,32
E09000015,Harrow,E01002203,Harrow 010E,76,42
E09000015,Harrow,E01002204,Harrow 032A,58,44
E09000015,Harrow,E01002206,Harrow 032B,30,46
E09000015,Harrow,E01002207,Harrow 032C,35,41
E09000015,Harrow,E01002208,Harrow 025A,73,60
E09000015,Harrow,E01002209,Harrow 025B,37,43
E09000015,Harrow,E01002210,Harrow 032D,39,68
E09000015,Harrow,E01002211,Harrow 028A,20,23
E09000015,Harrow,E01002212,Harrow 028B,58,87
E09000015,Harrow,E01002213,Harrow 027D,147,166
E09000015,Harrow,E01002214,Harrow 031A,50,53
E09000015,Harrow,E01002215,Harrow 031B,61,23
E09000015,Harrow,E01002216,Harrow 028C,54,32
E09000015,Harrow,E01002217,Harrow 028D,57,92
E09000015,Harrow,E01002218,Harrow 030A,104,75
E09000015,Harrow,E01002219,Harrow 030B,71,26
E09000015,Harrow,E01002220,Harrow 031C,46,55
E09000015,Harrow,E01002221,Harrow 030C,42,31
E09000015,Harrow,E01002222,Harrow 030D,51,46
E09000015,Harrow,E01002223,Harrow 031D,28,45
E09000015,Harrow,E01002224,Harrow 031E,33,30
E09000015,Harrow,E01002225,Harrow 001C,62,109
E09000015,Harrow,E01002226,Harrow 001D,134,197
E09000015,Harrow,E01002227,Harrow 003A,26,26
E09000015,Harrow,E01002228,Harrow 003B,76,72
E09000015,Harrow,E01002229,Harrow 003C,70,90
E09000015,Harrow,E01002230,Harrow 003D,83,120
E09000015,Harrow,E01002231,Harrow 013E,96,39
E09000015,Harrow,E01002232,Harrow 011A,97,101
E09000015,Harrow,E01002233,Harrow 011B,56,55
E09000015,Harrow,E01002234,Harrow 011C,44,39
E09000015,Harrow,E01002235,Harrow 011D,46,44
E09000015,Harrow,E01002236,Harrow 011E,65,72
E09000015,Harrow,E01002237,Harrow 024A,50,57
E09000015,Harrow,E01002238,Harrow 024B,53,67
E09000015,Harrow,E01002239,Harrow 025C,68,76
E09000015,Harrow,E01002240,Harrow 024C,69,52
E09000015,Harrow,E01002241,Harrow 025D,24,51
E09000015,Harrow,E01002242,Harrow 024D,70,45
E09000015,Harrow,E01032576,Harrow 032E,51,48
E09000016,Havering,E01002243,Havering 013A,56,80
E09000016,Havering,E01002244,Havering 011A,91,71
E09000016,Havering,E01002245,Havering 011B,74,107
E09000016,Havering,E01002246,Havering 017A,74,86
E09000016,Havering,E01002247,Havering 017B,92,164
E09000016,Havering,E01002248,Havering 017C,76,81
E09000016,Havering,E01002249,Havering 017D,50,186
E09000016,Havering,E01002250,Havering 017E,57,113
E09000016,Havering,E01002251,Havering 017F,21,76
E09000016,Havering,E01002252,Havering 018A,64,132
E09000016,Havering,E01002253,Havering 019A,84,212
E09000016,Havering,E01002254,Havering 019B,47,91
E09000016,Havering,E01002255,Havering 022A,79,157
E09000016,Havering,E01002256,Havering 018B,67,125
E09000016,Havering,E01002257,Havering 019C,104,99
E09000016,Havering,E01002258,Havering 018C,93,139
E09000016,Havering,E01002259,Havering 018D,125,163
E09000016,Havering,E01002260,Havering 026A,42,125
E09000016,Havering,E01002261,Havering 026B,72,118
E09000016,Havering,E01002262,Havering 026C,55,82
