LSOA21CD,Number of sales 2011_weighted,Number of sales 2021_weighted
E01004517,90.0,155.0
E01004518,80.0,97.0
E01004519,84.0,96.0
E01004520,42.0,73.0
E01004521,77.0,174.0
E01004522,65.0,108.0
E01004523,74.0,98.0
E01004524,56.0,71.0
E01004525,67.0,71.0
E01004526,100.0,90.0
E01004527,91.0,88.0
E01004528,27.0,62.0
E01004529,158.0,185.0
E01004530,132.0,139.0
E01004531,83.0,134.0
E01004532,128.0,143.0
E01004533,81.0,113.0
E01004534,177.0,164.0
E01004535,22.0,4.0
E01004536,74.0,25.0
E01004537,51.0,290.0
E01004538,90.0,95.0
E01004539,26.0,52.0
E01004540,92.0,158.0
E01004541,47.0,35.0
E01004542,107.0,133.0
E01004543,141.0,155.0
E01004544,124.0,90.0
E01004545,189.0,154.0
E01004546,116.0,121.0
E01004547,74.0,101.0
E01004548,184.0,237.0
E01004549,93.0,138.0
E01004550,67.0,65.0
E01004551,209.0,76.0
E01004552,172.0,183.0
E01004553,172.0,182.0
E01004554,147.0,142.0
E01004555,124.0,116.0
E01004556,142.0,123.0
E01004557,97.0,110.0
E01004558,142.0,88.0
E01004559,95.0,102.0
E01004560,196.0,202.0
E01004563,46.0,56.0
E01004564,133.0,147.0
E01004565,149.0,158.0
E01004566,160.0,128.0
E01004567,55.0,25.0
E01004568,6.0,8.0
E01004569,57.0,72.0
E01004570,17.0,21.0
E01004571,36.0,49.0
E01004572,107.0,83.0
E01004573,96.0,48.0
E01004574,12.0,12.0
E01004575,36.0,52.0
E01004576,35.0,64.0
E01004577,116.0,140.0
E01004579,116.0,150.0
E01004580,121.0,121.0
E01004581,126.0,108.0
E01004582,148.0,170.0
E01004583,95.0,81.0
E01004584,17.0,27.0
E01004585,154.0,201.0
E01004586,211.0,211.0
E01004587,163.0,176.0
E01004588,158.0,185.0
E01004589,154.0,157.0
E01004590,103.0,103.0
E01004591,114.0,123.0
E01004592,144.0,121.0
E01004593,187.0,174.0
E01004594,110.0,147.0
E01004595,148.0,240.0
E01004596,144.0,96.0
E01004597,135.0,182.0
E01004598,256.0,324.0
E01004599,166.0,161.0
E01004601,142.0,194.0
E01004602,127.0,137.0
E01004604,109.0,100.0
E01004605,138.0,158.0
E01004606,177.0,193.0
E01004607,91.0,181.0
E01004608,110.0,114.0
E01004609,166.0,157.0
E01004610,53.0,128.0
E01004611,60.0,99.0
E01004612,39.0,42.0
E01004613,36.0,76.0
E01004614,140.0,178.0
E01004615,56.0,52.0
E01004616,74.0,131.0
E01004617,205.0,61.0
E01004618,87.0,97.0
E01004619,91.0,107.0
E01004620,128.0,196.0
E01004621,113.0,156.0
E01004622,85.0,101.0
E01004623,177.0,235.0
E01004624,165.0,163.0
E01004625,126.0,80.0
E01004626,169.0,163.0
E01004627,127.0,120.0
E01004628,136.0,74.0
E01004629,94.0,77.0
E01004630,41.0,119.0
E01004631,69.0,97.0
E01004632,67.0,89.0
E01004633,21.0,30.0
E01004634,113.0,91.0
E01004635,102.0,120.0
E01004636,114.0,98.0
E01004637,63.0,80.0
E01004638,96.0,96.0
E01004639,112.0,141.0
E01004640,193.0,135.0
E01004641,103.0,91.0
E01004642,126.0,126.0
E01004643,86.0,142.0
E01004644,222.0,200.0
E01004645,69.0,87.0
E01004646,112.0,66.0
E01004647,86.0,76.0
E01004648,171.0,172.0
E01004649,75.0,92.0
E01004650,182.0,95.0
E01004651,227.0,93.0
E01004652,144.0,77.0
E01004653,165.0,140.0
E01004654,219.0,131.0
E01004656,175.0,135.0
E01004657,74.0,55.0
E01004658,143.0,56.0
E01004659,156.0,105.0
E01004660,130.0,68.0
E01004661,104.0,66.0
E01004662,113.0,75.0
E01004663,129.0,95.0
E01004665,27.0,31.0
E01004668,100.0,50.0
E01004669,32.0,40.0
E01004670,9.0,9.0
E01004674,50.0,32.0
E01004675,85.0,91.0
E01004676,101.0,73.0
E01004677,108.0,113.0
E01004678,71.0,57.0
E01004679,49.0,76.0
E01004680,99.0,97.0
E01004681,199.0,110.0
E01004682,91.0,73.0
E01004683,152.0,98.0
E01004684,101.0,57.0
E01004686,233.0,96.0
E01004687,156.0,122.0
E01004690,100.0,82.0
E01004691,128.0,105.0
E01004692,52.0,66.0
E01004693,103.0,77.0
E01004694,131.0,84.0
E01004695,139.0,61.0
E01004696,92.0,61.0
E01004697,82.0,91.0
E01004698,89.0,53.0
E01004699,105.0,85.0
E01004700,121.0,104.0
E01004701,152.0,100.0
E01004702,51.0,694.0
E01004703,182.0,136.0
E01004705,127.0,66.0
E01004706,141.0,88.0
E01004707,153.0,86.0
E01004708,93.0,146.0
E01004709,105.0,66.0
E01004710,64.0,131.0
E01004711,68.0,42.0
E01004712,121.0,73.0
E01004713,134.0,119.0
E01004714,138.0,118.0
E01004715,106.0,85.0
E01004716,117.0,135.0
E01004717,116.0,75.0
E01004718,82.0,81.0
E01004719,70.0,94.0
E01004720,82.0,104.0
E01004721,36.0,48.0
E01004722,39.0,32.0
E01004723,99.0,70.0
E01004724,115.0,114.0
E01004725,45.0,61.0
E01004726,117.0,101.0
E01004727,225.0,114.0
E01004728,62.0,74.0
E01004729,86.0,50.0
E01004730,129.0,101.0
E01004731,194.0,155.0
E01004732,19.0,5.0
E01004733,207.0,104.0
E01004734,131.0,54.0
E01004735,87.0,119.0
E01004736,149.0,81.0
E01004737,67.0,29.0
E01004740,58.0,45.0
E01004741,86.0,32.0
E01004742,102.0,77.0
E01004743,140.0,53.0
E01004744,73.0,59.0
E01004746,62.0,38.0
E01004747,143.0,87.0
E01004748,114.0,75.0
E01004749,244.0,90.0
E01004750,76.0,70.0
E01004751,145.0,126.0
E01004752,120.0,87.0
E01004753,128.0,98.0
E01004754,25.0,14.0
E01004755,61.0,146.0
E01004756,128.0,104.0
E01004757,49.0,35.0
E01004760,84.0,50.0
E01004761,186.0,101.0
E01004762,136.0,167.0
E01004763,100.0,94.0
E01004765,157.0,81.0
E01032512,54.0,21.0
E01032513,39.0,13.0
E01032562,38.0,50.0
E01032563,88.0,139.0
E01032564,23.0,57.0
E01032565,40.0,49.0
E01032566,61.0,89.0
E01032567,53.0,73.0
E01032568,63.0,98.0
E01032569,26.0,53.0
E01032570,107.0,180.0
E01032572,119.0,143.0
E01032573,121.0,137.0
E01032574,53.0,59.0
E01032575,9.0,22.0
E01032576,51.0,48.0
E01032577,71.0,120.0
E01032579,23.0,100.0
E01032580,20.0,20.0
E01032581,77.0,67.0
E01032582,99.0,895.0
E01032583,54.0,48.0
E01032584,41.0,44.0
E01032623,55.0,98.0
E01032637,125.0,92.0
E01032638,165.0,98.0
E01032639,370.0,38.0
E01032640,157.0,93.0
E01032646,156.0,202.0
E01032719,720.0,93.0
E01032739,250.0,107.0
E01032740,151.0,178.0
E01032741,40.0,146.0
E01032742,151.0,121.0
E01032743,82.0,54.0
E01032744,21.0,23.0
E01032764,59.0,633.0
E01032765,188.0,142.0
E01032767,134.0,115.0
E01032768,118.0,106.0
E01032769,142.0,110.0
E01032770,178.0,159.0
E01032771,247.0,994.0
E01032772,228.0,505.0
E01032774,45.0,9.0
E01032775,112.0,92.0
E01032776,132.0,77.0
E01032777,39.0,39.0
E01032779,47.0,52.0
E01032780,75.0,1373.0
E01032781,136.0,64.0
E01032782,1111.0,2622.0
E01032783,51.0,51.0
E01032784,122.0,60.0
E01032785,81.0,14.0
E01032786,35.0,56.0
E01032787,21.0,26.0
E01032788,97.0,143.0
E01032789,414.0,65.0
E01032790,88.0,54.0
E01032803,119.0,32.0
E01032834,149.0,101.0
E01033000,21.0,6.0
E01033030,44.0,74.0
E01033081,70.0,103.0
E01033082,69.0,99.0
E01033083,38.0,110.0
E01033084,34.0,42.0
E01033086,10.0,19.0
E01033098,229.0,232.0
E01033099,60.0,142.0
E01033100,49.0,70.0
E01033132,130.0,270.0
E01033133,104.0,73.0
E01033135,123.0,121.0
E01033146,6.0,30.0
E01033148,43.0,52.0
E01033150,68.0,71.0
E01033151,13.0,23.0
E01033208,201.0,174.0
E01033320,149.0,96.0
E01033322,56.0,129.0
E01033324,54.0,108.0
E01033325,106.0,20.0
E01033327,44.0,142.0
E01033341,99.0,57.0
E01033455,34.0,19.0
E01033456,9.0,3.0
E01033457,62.0,16.0
E01033463,44.0,48.0
E01033485,56.0,40.0
E01033486,38.0,29.0
E01033487,94.0,0.0
E01033488,40.0,39.0
E01033489,200.0,66.0
E01033490,89.0,34.0
E01033491,59.0,84.0
E01033493,290.0,57.0
E01033494,85.0,92.0
E01033569,126.0,147.0
E01033570,112.0,163.0
E01033571,81.0,72.0
E01033579,75.0,87.0
E01033580,95.0,85.0
E01033581,32.0,44.0
E01033582,59.0,61.0
E01033584,8.0,32.0
E01033586,49.0,28.0
E01033587,27.0,198.0
E01033589,79.0,22.0
E01033590,24.0,41.0
E01033591,40.0,51.0
E01033592,76.0,72.0
E01033593,267.0,62.0
E01033594,76.0,206.0
E01033597,79.0,44.0
E01033598,23.0,38.0
E01033599,229.0,15.0
E01033601,23.0,17.0
E01033602,22.0,22.0
E01033603,49.0,39.0
E01033604,5.0,9.0
E01033605,48.0,18.0
E01033699,31.0,46.0
E01033700,381.0,51.0
E01033702,25.0,68.0
E01033703,71.0,70.0
E01033704,81.0,120.0
E01033705,50.0,44.0
E01033706,86.0,156.0
E01033708,96.0,462.0
E01033709,70.0,206.0
E01033710,315.0,23.0
E01033711,57.0,107.0
E01033712,65.0,168.0
E01033713,75.0,140.0
E01033727,196.0,56.0
E01033728,305.0,44.0
E01033729,48.0,71.0
E01033732,30.0,10.0
E01033734,49.0,79.0
E01033735,12.0,29.0
E01033736,92.0,291.0
E01033737,19.0,148.0
E01033738,66.0,93.0
E01033739,19.0,22.0
E01033740,26.0,27.0
E01033741,29.0,67.0
E01033742,41.0,26.0
E01033743,22.0,46.0
E01033744,38.0,36.0
E01033745,15.0,32.0
E01033746,145.0,100.0
E01033784,87.0,182.0
E01033785,25.0,52.0
E01033786,12.0,45.0
E01033787,16.0,59.0
E01033788,22.0,82.0
E01033789,23.0,157.0
E01033790,23.0,150.0
E01033791,39.0,57.0
E01033792,92.0,134.0
E01033862,63.0,133.0
E01033863,39.0,82.0
E01033864,12.0,167.0
E01033865,28.0,376.0
E01033866,8.0,111.0
E01033867,51.0,42.0
E01033868,36.0,31.0
E01033869,43.0,30.0
E01033870,83.0,55.0
E01033871,71.0,48.0
E01033872,118.0,79.0
E01033873,9.0,71.0
E01033874,5.0,36.0
E01033875,13.0,43.0
E01033876,11.0,36.0
E01033877,16.0,51.0
E01033878,8.0,10.0
E01033879,10.0,18.0
E01033880,37.0,52.0
E01033881,28.0,31.0
E01033882,34.0,87.0
E01033883,45.0,113.0
E01033884,103.0,68.0
E01033885,45.0,29.0
E01033911,187.0,434.0
E01033912,20.0,47.0
E01033913,93.0,21.0
E01033914,85.0,20.0
E01033915,22.0,274.0
E01033916,77.0,46.0
E01033917,25.0,123.0
E01033918,81.0,406.0
E01033919,7.0,87.0
E01033920,21.0,252.0
E01033921,19.0,12.0
E01033922,52.0,31.0
E01033923,30.0,14.0
E01033924,44.0,21.0
E01033925,34.0,414.0
E01033926,40.0,112.0
E01033927,98.0,49.0
E01033928,72.0,36.0
E01033929,12.0,180.0
E01033930,14.0,216.0
E01033931,17.0,7.0
E01033932,15.0,7.0
E01033933,23.0,14.0
E01033934,32.0,20.0
E01033935,140.0,11.0
E01033936,72.0,5.0
E01033937,2.0,24.0
E01033938,44.0,502.0
E01033939,4.0,42.0
E01033940,28.0,38.0
E01033941,12.0,17.0
E01033942,78.0,108.0
E01033943,25.0,238.0
E01033944,8.0,73.0
E01033945,60.0,133.0
E01033946,63.0,141.0
E01034026,31.0,19.0
E01034027,78.0,48.0
E01034028,69.0,56.0
E01034029,64.0,52.0
E01034030,82.0,510.0
E01034031,10.0,59.0
E01034032,89.0,127.0
E01034033,51.0,72.0
E01034034,62.0,79.0
E01034035,96.0,123.0
E01034036,30.0,125.0
E01034037,39.0,165.0
E01034038,63.0,18.0
E01034039,44.0,12.0
E01034040,35.0,21.0
E01034041,31.0,18.0
E01034042,56.0,273.0
E01034043,8.0,39.0
E01034044,7.0,34.0
E01034045,80.0,31.0
E01034046,170.0,67.0
E01034139,112.0,37.0
E01034140,35.0,11.0
E01034141,25.0,18.0
E01034142,45.0,32.0
E01034143,46.0,32.0
E01034144,108.0,34.0
E01034145,87.0,27.0
E01034146,143.0,45.0
E01034147,2.0,3.0
E01034148,37.0,42.0
E01034149,79.0,90.0
E01034150,67.0,188.0
E01034151,17.0,49.0
E01034152,46.0,128.0
E01034153,32.0,248.0
E01034154,37.0,292.0
E01034155,24.0,44.0
E01034156,36.0,64.0
E01034173,13.0,16.0
E01034174,32.0,419.0
E01034175,24.0,310.0
E01034176,21.0,277.0
E01034177,14.0,185.0
E01034178,6.0,39.0
E01034179,17.0,118.0
E01034180,11.0,73.0
E01034181,119.0,51.0
E01034182,168.0,73.0
E01034183,79.0,341.0
E01034184,28.0,121.0
E01034185,66.0,285.0
E01034186,29.0,42.0
E01034187,97.0,138.0
E01034188,24.0,359.0
E01034189,222.0,293.0
E01034190,6.0,90.0
E01034191,26.0,66.0
E01034192,94.0,238.0
E01034193,3.0,39.0
E01034194,28.0,37.0
E01034195,20.0,27.0
E01034196,173.0,229.0
E01034198,66.0,60.0
E01034199,22.0,50.0
E01034200,27.0,60.0
E01034201,29.0,22.0
E01034202,39.0,29.0
E01034203,12.0,89.0
E01034204,23.0,175.0
E01034205,171.0,288.0
E01034206,78.0,132.0
E01034207,9.0,16.0
E01034208,21.0,63.0
E01034209,21.0,61.0
E01034210,28.0,124.0
E01034211,79.0,357.0
E01034212,44.0,135.0
E01034213,63.0,106.0
E01034214,7.0,13.0
E01034215,8.0,13.0
E01034216,13.0,23.0
E01034217,61.0,103.0
E01034218,44.0,73.0
E01034219,34.0,57.0
E01034220,72.0,120.0
E01034221,31.0,52.0
E01034222,24.0,146.0
E01034223,3.0,17.0
E01034224,44.0,59.0
E01034225,42.0,56.0
E01034226,4.0,5.0
E01034227,5.0,107.0
E01034228,6.0,149.0
E01034229,43.0,1023.0
E01034230,4.0,98.0
E01034231,7.0,154.0
E01034383,64.0,125.0
E01034384,8.0,16.0
E01034385,77.0,181.0
E01034386,28.0,66.0
E01034387,11.0,74.0
E01034388,15.0,95.0
E01034389,24.0,153.0
E01034390,20.0,82.0
E01034391,28.0,120.0
E01034392,166.0,65.0
E01034393,101.0,40.0
E01034394,160.0,62.0
E01034395,134.0,52.0
E01034469,40.0,44.0
E01034470,20.0,22.0
E01034471,404.0,41.0
E01034472,120.0,12.0
E01034473,136.0,49.0
E01034474,203.0,74.0
E01034475,10.0,39.0
E01034476,13.0,52.0
E01034477,2.0,9.0
E01034478,24.0,96.0
E01034479,32.0,19.0
E01034480,14.0,18.0
E01034481,18.0,24.0
E01034482,4.0,8.0
E01034483,12.0,24.0
E01034484,24.0,47.0
E01034485,37.0,222.0
E01034486,25.0,146.0
E01034487,11.0,26.0
E01034488,16.0,36.0
E01034576,140.0,80.0
E01034577,75.0,43.0
E01034578,93.0,262.0
E01034579,82.0,231.0
E01034580,52.0,42.0
E01034581,77.0,62.0
E01034589,236.0,70.0
E01034590,116.0,35.0
E01034591,76.0,32.0
E01034592,45.0,18.0
E01034593,60.0,243.0
E01034594,10.0,42.0
E01034595,47.0,188.0
E01034596,13.0,52.0
E01034597,43.0,173.0
E01034598,33.0,133.0
E01034599,83.0,94.0
E01034600,64.0,72.0
E01034601,93.0,56.0
E01034602,80.0,48.0
E01034603,39.0,179.0
E01034604,22.0,101.0
E01034605,25.0,113.0
E01034606,36.0,28.0
E01034607,97.0,77.0
E01034608,161.0,189.0
E01034609,25.0,30.0
E01034610,68.0,64.0
E01034611,36.0,35.0
E01034612,14.0,44.0
E01034613,42.0,128.0
E01034614,43.0,34.0
E01034615,160.0,126.0
E01034616,47.0,40.0
E01034617,155.0,135.0
E01035484,7.0,750.0
E01035485,2.0,196.0
E01035486,102.0,282.0
E01035487,53.0,144.0
E01035488,132.0,282.0
E01035489,78.0,166.0
E01035490,131.0,429.0
E01035491,126.0,240.0
E01035492,33.0,107.0
E01035493,73.0,139.0
E01035494,31.0,159.0
E01035495,29.0,153.0
E01035496,7.0,223.0
E01035497,3.0,76.0
E01035498,12.0,365.0
E01035499,6.0,170.0
E01035638,23.0,282.0
E01035639,35.0,441.0
E01035640,96.0,37.0
E01035641,66.0,25.0
E01035642,51.0,23.0
E01035643,66.0,126.0
E01035644,21.0,39.0
E01035645,59.0,27.0
E01035646,70.0,96.0
E01035647,27.0,37.0
E01035648,33.0,28.0
E01035649,54.0,45.0
E01035650,62.0,68.0
E01035651,91.0,46.0
E01035652,106.0,53.0
E01035653,59.0,80.0
E01035654,19.0,26.0
E01035655,90.0,130.0
E01035656,36.0,52.0
E01035657,58.0,222.0
E01035658,25.0,96.0
E01035659,35.0,132.0
E01035660,61.0,122.0
E01035661,34.0,68.0
E01035662,50.0,39.0
E01035663,167.0,129.0
E01035664,94.0,77.0
E01035665,122.0,66.0
E01035666,54.0,29.0
E01035667,168.0,91.0
E01035668,74.0,68.0
E01035669,40.0,37.0
E01035670,38.0,49.0
E01035671,69.0,115.0
E01035672,134.0,223.0
E01035673,25.0,42.0
E01035674,18.0,64.0
E01035675,13.0,48.0
E01035676,98.0,102.0
E01035677,68.0,71.0
E01035678,27.0,28.0
E01035679,39.0,40.0
E01035680,38.0,46.0
E01035681,47.0,57.0
E01035682,13.0,20.0
E01035683,15.0,24.0
E01035684,10.0,24.0
E01035685,10.0,26.0
E01035686,55.0,52.0
E01035687,61.0,58.0
E01035688,37.0,34.0
E01035689,74.0,67.0
E01035690,97.0,71.0
E01035691,152.0,111.0
E01035692,29.0,27.0
E01035693,17.0,17.0
E01035694,49.0,46.0
E01035695,17.0,17.0
E01035696,44.0,130.0
E01035697,53.0,155.0
E01035698,515.0,74.0
E01035699,885.0,128.0
E01035700,3.0,43.0
E01035701,5.0,67.0
E01035702,55.0,796.0
E01035703,139.0,62.0
E01035704,44.0,20.0
E01035705,288.0,129.0
E01035706,179.0,80.0
E01035707,162.0,100.0
E01035708,29.0,218.0
E01035709,10.0,78.0
E01035710,56.0,19.0
E01035711,150.0,60.0
E01035712,49.0,23.0
E01035713,172.0,118.0
E01035714,199.0,168.0
E01035715,301.0,117.0
E01035716,221.0,84.0
E01035717,178.0,131.0
E01035718,189.0,113.0
E01035719,75.0,41.0
E01035720,84.0,46.0
E01035721,100.0,89.0
E01035722,112.0,99.0
